Unnamed: 0,record_id,Antigen,BCR_id,Score,Rank
0,record_0,H4Hubei,BCR_6,-3.970834255218506,0.581941805819418
1,record_1,H4Hubei,BCR_7,-3.9707322120666495,0.5840415958404159
2,record_2,ova,BCR_11,-4.161139011383057,0.025797420257974202
3,record_3,ova,BCR_12,-4.162906646728516,0.0225977402259774
