,record_id,Antigen,BCR_id,Score,Rank
0,record_0,H4Hubei,BCR_6,-3.949007034301758,0.053946053946053944
1,record_1,H4Hubei,BCR_7,-3.9485726356506348,0.055944055944055944
2,record_2,ova,BCR_11,-4.158285140991211,0.013986013986013986
3,record_3,ova,BCR_12,-4.160084247589111,0.012987012987012988
